19.7391151476 -9.05815376089 9.42003188938 30.3000401184
6.53323660021 -1.85557125046 0.826507730522 15.5851653142
36.0061414786 11.0934909181 22.3086347742 20.8990822477
17.4021496993 27.4486228609 19.5280498064 46.2422961579
26.8931852169 28.8812052886 10.1821599521 16.7831027757
28.5542855761 38.7532976646 16.9008773781 32.9528926972
21.6222392165 44.8343425635 25.1794971524 53.2028731468
12.8154162504 55.5720636238 4.71910611372 77.478241225
3.27889170712 68.2311311581 28.235237531 63.4868182799
18.1996436274 80.6941057974 19.8400288925 106.840607644
14.1349482976 86.0076536875 16.0846967136 97.8461472741
8.80918907559 96.353772936 17.4302422713 113.279244351
2.04087339435 125.623251279 16.5508412159 114.574979369
2.37847835798 148.042118163 -18.9430749044 128.622166169
3.86312952137 142.209051682 -11.7946831697 144.266306426
-18.0692242544 156.399478583 -37.0409367654 155.024623209
-31.2116393603 185.10431151 -30.4463212683 185.85443407
-31.0797046544 189.727231414 -57.4171916034 190.453906954
-69.1384487345 219.508520341 -47.2413127707 203.883516847
-72.8419125463 210.205991262 -75.0152479278 215.224589902
-82.2053371442 227.037422731 -90.6985754263 230.479396201
-113.666234913 253.743084124 -107.137741868 237.177004729
-107.510943026 231.604851654 -126.973213233 230.128706297
-113.930653503 229.237092584 -139.681562351 253.01779915
-159.537156931 246.518127675 -164.109332198 256.242204861
-176.057722677 249.934500199 -171.481856684 254.831876791
-174.349416678 251.723397082 -178.317383888 253.801682433
-188.575729803 255.500770867 -177.235125378 266.408139999
-211.849072595 257.643257141 -213.037836659 267.021671638
-204.673736273 258.945120761 -236.386042163 268.855306646
-212.065333636 270.177897672 -229.788737893 265.505410377
-239.971553143 264.716461733 -240.555114489 248.707214034
-254.924926759 260.016795494 -239.378838495 264.219685204
-253.952428362 266.413094815 -253.417004808 259.462772941
-267.367786503 266.221233079 -258.727542412 254.976866703
-279.676687344 261.345226478 -273.138998656 246.999342804
-301.33461925 247.451444483 -290.594373133 226.904238437
-284.959406148 222.455148913 -307.872780423 242.949027568
-323.236156908 237.254202349 -316.200580336 226.48206714
-354.080546616 208.695701829 -327.428000628 215.34026278
-327.133007791 219.968205065 -320.727778676 200.074830336
-359.555906592 205.344781925 -368.534172646 182.849014857
-364.10040508 192.423306194 -374.222843684 190.910065703
-363.42478873 168.236022489 -379.122227756 173.35663606
-390.735380617 172.908967194 -377.350377182 161.973231345
-403.558305921 158.289434092 -370.101975907 138.66139322
-405.654228909 149.117138951 -414.698280392 146.67971358
-398.2937682 145.979404499 -423.656625149 133.671181679
-401.143454985 104.490387704 -427.760549118 122.015388813
-424.945028644 113.322108739 -432.778307293 108.801868647
-438.861628292 96.0095231669 -419.887613513 105.69030221
-431.347334387 83.5964274164 -463.820968311 94.5605611867
-446.472735026 56.1114519416 -445.103001963 78.6978605156
-438.187798507 65.1195033128 -437.825964555 49.4701655811
-451.900738694 46.2453279687 -442.183576134 35.1159034755
-451.096582118 44.8374466909 -459.106843343 39.7573053507
-453.748178965 14.8412254019 -454.982642871 28.3991105013
-452.701967041 -7.17727195545 -446.722156303 20.1342707343
-464.073877515 7.74539146722 -464.142167537 1.82678031358
-467.452912284 -31.5874440974 -451.803492611 -17.6448603525
-478.09711537 -36.7165193372 -470.310287171 -15.4091692995
-468.179490602 -22.1125432207 -472.29568543 -9.17762738341
-482.525088396 -43.1517060841 -479.837168752 -38.0091905599
-471.100127193 -37.4367006162 -502.298191335 -55.919525195
-478.522845665 -46.6241553535 -485.81578285 -52.3998963887
-514.7071903 -39.2838235514 -506.856452019 -41.2185170034
-488.315970547 -47.7750971655 -505.318940153 -36.3052696675
-514.718095024 -58.6650621712 -508.691297779 -64.2619884753
-523.61249614 -57.0023180812 -511.068357216 -29.3143658315
-536.851075884 -37.4523767454 -528.191113696 -28.5936612623
-537.463276889 -21.8920787997 -532.866775236 -35.8707205951
-551.253720645 -55.5718165278 -536.38761329 -47.8592730889
-526.595308751 -44.1436126301 -558.003013993 -48.0258640594
-533.821460014 -22.7809221255 -528.902298522 -41.760445827
-525.645773784 -15.322823419 -547.598232576 -25.5621751683
-548.030895255 -34.0135896904 -532.811767415 -38.6885727202
-552.542314767 -23.7497379049 -538.75771505 -13.5422037972
-533.409703441 -20.3474934078 -535.873492964 -10.738673782
-520.53575515 -2.13081154315 -505.362487288 -6.02627222585
-507.07261723 -10.4135247567 -492.190503109 -27.4075584025
-512.942386101 4.90004459541 -503.09426381 -4.67536624944
-506.950033428 5.66138760734 -486.314445524 -2.34922010932
-499.345001018 10.5222911316 -496.458360484 1.49996987107
-504.56464539 18.2380407778 -502.180919908 6.44917506353
-484.289110478 11.7464856096 -489.353137956 7.81780701804
-454.579174016 4.48833081493 -469.078325462 -2.98236559457
-471.415411385 9.52197471427 -451.363668555 6.57262441999
-469.160639558 -17.8972732346 -458.227090836 -3.32986622854
-446.764080282 6.72966011893 -435.577993885 7.52082844151
-443.124392117 5.80627716063 -439.050746096 1.34042987026
-431.829773043 -12.12142981 -433.808924809 -25.6044309427
-442.697210967 -1.09718009069 -419.075292999 -19.8392917088
-433.700563785 -33.0544474017 -410.513728721 -13.1530005495
-415.726115886 -39.5736746846 -409.440286897 -21.7844461964
-412.732121064 -37.0577319513 -394.117075944 -56.3276108789
-420.964967362 -60.4835486479 -412.458020015 -42.3110388506
-391.097172411 -64.4968351999 -398.612081479 -61.0203008077
-367.598334617 -89.5175019389 -372.269193016 -82.2153675644
-372.282423942 -97.6700849816 -368.473270202 -95.0672750744
-389.6440858 -127.031380185 -360.584507893 -130.977401917
